;;;→Unit;kJ/100g;kJ/100g;kcal/100 g;kcal/100 g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;RE (µg/100g);µg/100g;µg/100g;µg/100g;µg/100g;µg/100g;µg/100g;µg/100g;µg/100g;alfa-TE;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;µg/100g;µg/100g;µg/100g;µg/100g;µg/100g;µg/100g;µg/100g;µg/100g;µg/100g;µg/100g;mg/100g;mg/100g;mg/100g;NE;mg/100g;mg/100g;mg/100g;µg/100g;µg/100g;µg/100g;µg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;µg/100g;mg/100g;mg/100g;mg/100g;mg/100g;µg/100g;µg/100g;µg/100g;µg/100g;mg/100g;mg/100g;µg/100g;mg/100g;µg/100g;mg/100g;µg/100g;µg/100g;mg/100g;µg/100g;µg/100g;µg/100g;µg/100g;µg/100g;µg/100g;mg/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;mg/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;g/100g;mg/100g;g/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;mg/100g;%;No Unit;No Unit;g/ml;No Unit;;;
Oksekød, spidsbryst, råt;Beef, brisket, anterior part, raw;1040;1040;699;699;167;167;18,9;16,3;18,9;0,0;0,0;0,0;0,0;10,2;0,0;0,1;1,0;30,0;70,0;0,0;0,0;0,0;;0,31;0,04;0,01;0,09;0,02;0,22;0,22;0,00;0,00;0,00;;0,64;6,53;0,00;0,00;0,00;0,00;0,00;0,2;6,7;7,4;0,03;;0,20;9,23;5,17;0,17;2,59;2,08;10;4;1,25;0,00;0,00;;53,3;318,3;3,8;19,5;;1,6;0,0;3,3;0,0;12,2;0,4;;7,5;;;;170;;;;0,00;;0,70;0,05;0,53;0,90;2,50;;567;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;;0,00;0,00;0,00;;;;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,31;0,00;2,31;0,05;1,06;0,00;0,00;0,00;0,00;0,00;0,00;0,09;0,00;0,50;0,00;0,18;3,53;;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,14;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,49;3,73;4,30;0,14;0,17;0,02;8,83;0,00;0,14;58;3,16;887;1572;1748;399;158;849;647;903;244;961;1215;682;1180;1823;2982;1012;786;775;154;0;8244;10579;0,230;;73,7;2,35;0,003;0,23;0,84;2,58;;6,233;15,0;6,25;0,864;;;58;Oksekød;Beef
Grisekød, hakket, 5-10% fedt, råt;Pork, mince, 5-10% fat, raw;945;945;701;696;168;167;19,3;;19,3;0,3;0,3;0,0;0,0;9,9;0,0;0,2;1,0;30,6;69,4;5,4;5,4;;;0,35;0,11;;0,10;;0,52;0,52;;;;;;;;;;;;;;;0,69;;0,21;9,63;5,80;0,31;0,70;3,04;4;;0,84;;;;62,6;320,0;7,9;20,0;;1,0;0,1;2,3;0,0;;;;6,9;;;;190;;;;1,00;;2,50;;;;;;602;;;;;;;;;;0,00;0,00;0,00;;;0,00;;;;;;;;;;;;;;;;;;;;0,00;0,01;;0,15;;2,22;;1,15;0,01;;;;;;0,00;;0,31;;0,33;3,53;;;0,08;;;;;;;0,04;;;0,99;;0,10;;;;;;;;;;;;;;;;;;0,20;3,55;4,25;1,09;0,04;;9,13;0,10;0,99;71;3,09;1030;1560;1850;530;140;760;700;890;230;1130;1230;790;1190;1850;2750;960;760;830;;;;;;;71,7;;;;;;;;0,0;6,25;0,920;;;60;Grisekød (Svinekød);Pork
Koncentreret læskedrik, tilsat sukker, fortyndes 1+3;Concentrated soft drink, not carbonated, sugar added, dilution 1+3;1894;1894;735;709;173;167;0,0;;0,0;43,3;43,3;41,7;0,0;0,0;0,0;0,0;0,2;43,5;56,5;0,0;0,0;0,0;;0,00;;;;;0,00;0,00;;;;;0,00;;;;;;;;;0,00;0,00;;0,00;0,13;0,13;0,00;0,05;1,24;1;;0,00;158,20;157,00;1,20;7,9;114,0;14,0;3,9;;0,4;0,0;0,0;0,1;;;;0,0;;;;4;;;;0,90;;;;;;;;144;15,20;0,00;13,90;29,10;0,00;0,00;12,60;12,60;;41,70;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0,00;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;0,0;6,25;;1,193;3,0;106;Andre drikkevarer;Other beverages
Madeira;Madeira;228;228;692;692;166;166;0,0;;0,0;10,0;10,0;10,0;0,0;0,0;18,0;0,0;2,0;30,0;70,0;0,0;0,0;0,0;;0,00;0,00;;;;0,00;0,00;;;;;0,00;;;;;;;;;0,0;;;;;;;;;;;;;;;4,0;100,0;8,4;10,0;;0,8;0,1;0,1;0,0;4,0;;;0,1;;;;12;;;;;;0,50;;0,16;0,11;10,00;15,00;135;;;;;;;;;;10,00;0,00;5,00;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;0,0;6,25;0,800;1,046;;114;Hedvine;Liqueur wines
Koncentreret blandet frugt- og bærsaft, tilsat sukker, fortyndes 1+5;Concentrated mixed fruit juice, sugar added, dilution: 1+5;1875;1875;769;703;181;165;0,3;;0,3;45,0;44,9;41,0;0,1;0,0;0,0;0,0;0,2;45,5;54,5;0,0;0,0;0,0;;0,00;;;;;0,07;0,07;;;;;0,00;;;;;;;;;0,00;0,00;;0,00;0,21;0,21;0,00;0,05;0,69;1;;0,00;3,50;3,50;0,00;8,0;109,0;12,5;5,5;;0,2;0,0;0,0;0,1;;;;0,0;;;;7;;;;0,98;;;;;;;;142;13,80;0,00;12,20;26,00;0,00;0,00;15,00;15,00;;41,00;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0,05;;;;;;;;;;;;;;;;;;;;;;;;;2,0;;;;;;;;0,0;6,25;;1,200;3,2;186;Frugtjuice, frugtsaft og smoothies;Fruit juice and smoothies
Kartoffel spiraler (Curly fries), dybfrost;Curly fries, frozen;1843;1843;735;693;175;165;2,6;2,0;2,6;26,0;23,5;21,0;2,5;7,4;0,0;1,1;2,0;37,9;62,1;0,0;0,0;0,0;;0,00;;;;;1,59;1,59;;;;;1,06;;;;;;;;;1,1;0,06;;0,03;2,59;2,08;0,09;0,29;0,00;14;;;12,45;;;440,0;385,0;9,2;21,5;;0,6;0,1;0,4;0,2;3,7;7,0;;0,0;;;;85;;;;0,00;;;;;;;;941;0,00;;0,00;0,00;0,00;0,00;0,10;0,10;;0,10;;;;;20,90;;;1,55;0,95;0,00;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,41;0,00;0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,33;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,63;2,33;2,81;0,00;0,00;5,77;0,00;2,81;;0,41;84;157;126;46;39;113;82;86;30;122;125;46;91;385;456;86;129;96;0;0;809;1489;;;19,2;;;;;;;;0,0;6,25;0,786;;;192;Frosne grøntsager;Frozen vegetables
Sennep, gul, færdiglavet;Mustard, yellow, ready made;433;433;691;691;165;165;5,7;4,6;5,7;21,9;20,2;20,2;1,7;6,4;0,0;1,9;3,0;37,0;63,0;0,0;0,0;0,0;;0,00;0,00;;;;;;;;;;0,00;;;;;;;;;0,0;;;;0,20;;;;;;;0,00;0,00;0,00;;760,0;165,0;95,0;49,0;80,0;2,3;0,1;0,7;0,4;17,0;0,0;2;6,0;0,50;0,00;150,00;170;1,5;;0,00;3,00;;20,00;0,20;0,00;2,00;6,00;;1241;;;;;;;;;;20,20;18,00;18,00;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,01;3,60;1,53;;;5,89;0,63;0,87;;0,91;201;392;356;100;100;219;182;228;12;255;337;164;219;529;1003;310;483;274;;;1927;3438;;;22,4;;;;;;;;0,0;6,25;0,920;;;181;Sennep, ketchup, pesto o.l.;Condiments
Pitasandwich med kylling, salat og dressing, fastfood;Pita sandwich with chicken, salad and dressing, fast food;1634;1634;695;695;165;165;9,8;;9,8;19,4;18,0;18,0;1,4;5,7;0,0;0,9;1,5;36,5;63,6;;;;;;;;;;;;;;;;;;;;;;;;;;0,11;;0,07;;;;;;;;;;;;373,0;212,0;21,2;18,5;;0,5;0,1;0,5;0,2;;;;;;;;107;;592,25;;;;;;;;;;1324;;;;;;;;;;2,99;;;;;15,00;;;;;;;;;;;;;;;;;0,01;0,01;0,00;0,01;0,03;;0,06;0,01;0,67;0,00;0,20;0,01;;0,00;;0,00;;0,00;;0,06;0,00;0,14;2,23;;0,00;0,06;;0,03;0,00;0,00;;0,00;0,02;0,00;0,00;1,28;0,00;0,31;0,02;0,00;0,00;;;0,00;0,01;0,00;;;;;0,00;;0,00;0,01;;0,00;1,00;2,51;1,62;0,03;;5,16;0,31;1,31;;1,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;6,25;0,905;;;131;Sandwich, burger, hotdog, pita o.l.;Sandwich, burger, hotdog etc.
Laks, atlantisk, opdræt, koldrøget;Salmon, Atlantic, aquaculture, cold smoked;1552;1552;711;684;170;164;20,9;17,7;20,9;1,6;1,6;0,0;0,0;8,9;0,0;3,0;4,2;35,6;64,4;6,5;6,5;;;3,56;2,80;0,00;0,30;0,00;2,24;2,24;;;;;2,09;2,60;0,00;0,00;0,11;0,87;0,00;0,0;3,3;5,3;0,26;;0,08;11,17;7,50;0,66;1,00;2,85;;;4,60;;;;1206,7;408,0;5,9;28,2;;0,2;0,0;0,3;0,0;0,0;0,0;;17,3;;;;248;;1900,00;;5,90;;0,75;;;;;;3797;;;;;;;;;;0,00;;;;;0,00;;;;;;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,17;0,00;0,73;0,00;0,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,18;0,00;0,22;2,89;;0,26;0,00;;0,00;0,15;0,00;0,00;0,00;0,00;0,00;0,00;0,99;;0,46;0,00;0,00;0,00;0,00;0,00;;0,00;0,20;;0,00;;0,00;0,00;0,00;0,37;0,00;0,00;0,22;1,10;3,70;2,02;0,00;;7,04;1,03;0,99;;3,34;1034;1635;1869;634;133;834;701;934;220;1201;2336;467;1268;1969;2736;1001;734;801;;;7780;10310;;;89;;;;;;;;;6,25;0,791;;;79;Fiskeprodukter;Fish products
Oksekød, mellemskært, råt;Beef, neck, raw;944;944;687;687;164;164;20,8;16,7;20,8;0,0;0,0;0,0;0,0;9,0;0,0;0,2;1,0;30,8;69,2;7,0;7,0;0,0;;0,50;0,50;;;;0,30;0,30;;;;;0,00;;;;;;;;;0,0;0,03;;0,19;9,67;5,90;0,48;0,80;0,00;6;4;1,40;0,00;0,00;;69,0;325,0;5,0;22,0;;2,2;0,1;5,8;0,0;1,8;0,0;;9,5;;;;170;;;;0,90;;0,70;0,30;0,53;0,10;1,00;;593;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;0,27;0,05;2,28;0,10;1,10;;;;;;;0,13;;0,53;0,08;;3,55;;;0,00;;;;;;;;;;0,17;;0,11;;;;0,00;;;0,08;0,00;;;;;0,00;;;;;;3,80;4,29;0,36;;;8,46;0,11;0,25;64;3,33;998;1597;1731;532;143;832;699;899;226;1098;1265;699;1198;1830;2962;1065;865;832;;;8613;10859;0,230;;92,9;2,35;0,003;0,23;0,84;2,58;;6,233;20,0;6,25;0,940;;;58;Oksekød;Beef
Oksekød, hakket, 10-15% fedt, rå;Beef, mince, 10-15% fat, raw;942;942;687;687;164;164;19,4;;19,4;0,0;0,0;0,0;0,0;9,7;0,0;0,2;0,9;30,0;70,0;11,7;11,7;;;0,50;0,50;;;;0,39;0,39;;;;;;;;;;;;;;;0,04;;0,17;7,79;3,93;0,26;0,34;1,27;10;;2,04;;;;64,8;301,9;6,9;19,3;;2,3;0,1;4,4;0,0;;;;6,6;;;;174;;;;0,27;;0,70;;;;;;570;;;;;;;;;;0,00;0,00;0,00;;;0,00;;;;;;;;;;;;;;;;;;;;0,00;0,00;;0,19;;1,66;;0,94;0,00;;;;;;0,08;;3,17;;0,11;2,36;;;0,01;;;;;;;0,14;;;0,15;;0,04;;;;;;;;;;;;;;;;;;0,23;2,80;5,73;0,19;0,14;;9,08;0,04;0,15;63;3,28;996;1666;1833;526;158;862;703;924;232;1094;1306;747;1277;1891;3104;1107;884;846;;0;8879;11277;;;66,1;;;;;;;;0,0;6,25;0,940;;;58;Oksekød;Beef
Kalvekød, Tunge, rå;Tongue, calf, raw;933;933;666;682;160;164;12,6;12,4;12,6;0,0;0,0;0,9;0,0;12,2;0,0;0,2;0,9;25,7;74,3;0,0;0,0;0,0;;0,00;0,00;;;;0,10;0,10;;;;;0,00;;;;;;;;;0,0;0,08;;0,28;6,11;3,00;0,13;2,00;3,30;19;4;4,00;2,70;2,70;;93,0;241,0;4,4;17,0;;2,3;0,2;3,4;0,0;2,0;0,0;;2,0;;;;173;;;;2,30;;1,00;;;;;;531;;;;;;;;;;0,00;0,00;0,00;;;0,90;;;;;;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;;0,42;;2,73;0,14;1,73;0,00;;0,03;;0,00;;0,06;;0,43;;0,00;4,97;;;0,19;;0,00;0,00;0,00;;;;;;0,46;;0,11;;0,00;0,00;0,00;0,00;;;0,00;;;;;0,00;;0,00;;;0,00;5,04;5,64;0,57;;;11,25;0,11;0,46;62;2,70;676;1136;1460;379;143;622;487;649;187;811;946;352;919;1325;1947;973;757;622;;;6271;8120;;;155;;;;;;;;31,0;6,25;0,920;;;59;Kalvekød;Veal
Koncentreret læskedrik, tilsat sukker, fortyndes 1+5;Concentrated soft drink, not carbonated, sugar added, dilution 1+5;1896;1896;774;695;182;164;0,0;;0,0;45,6;45,6;40,9;0,0;0,0;0,0;0,0;0,2;45,7;54,3;12,7;0,0;76,0;;0,00;;;;;0,00;0,00;;;;;0,00;;;;;;;;;0,00;0,00;;0,00;0,18;0,18;0,00;0,03;0,57;1;;0,00;18,82;18,70;0,12;5,0;76,8;8,0;3,0;;0,2;0,0;0,1;0,2;;;;0,0;;;;4;;;;0,54;;;;;;;;97;17,90;0,00;16,30;34,20;0,00;0,00;6,70;6,70;;40,90;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0,00;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;0,0;6,25;;1,201;2,9;106;Andre drikkevarer;Other beverages
Laks, atlantisk, opdræt, gravad;Salmon, atlantic, aquaculture, gravad;1655;1655;710;686;170;164;20,4;17,3;20,4;2,7;2,7;1,3;0,0;8,6;0,0;3,4;4,6;36,2;63,8;0,0;0,0;;;4,57;3,80;0,00;0,31;0,00;2,60;2,60;;;;;;;;;;;;;;;0,26;;0,09;10,93;7,35;0,70;0,94;3,05;6;;4,55;0,00;;;1350,0;397,0;13,3;27,9;;0,3;0,0;0,4;0,1;2,6;0,0;;18,7;;;;236;;2120,00;;5,77;;1,40;;;;;;4145;;;;0,00;;;;1,30;;1,30;;;;;0,00;;;;;;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,16;0,00;0,69;0,00;0,19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,17;0,00;0,20;2,72;;0,25;0,00;;0,00;0,15;0,00;0,00;0,00;0,00;0,00;0,00;0,93;;0,45;0,00;0,00;0,00;0,00;0,00;;0,00;0,19;;0,00;;0,00;0,00;0,00;0,35;0,00;0,00;0,21;1,04;3,49;1,92;0,00;;6,66;0,99;0,93;;3,26;1010;1596;1824;619;130;814;684;912;215;1173;2280;456;1238;1922;2671;977;717;782;;;7780;10310;;;89;;;;;;;;;6,25;0,774;;;79;Fiskeprodukter;Fish products
Oksekød, hakket, 5-10% fedt, rå;Beef, mince, 5-10% fat, raw;1611;1611;683;683;163;163;19,5;;19,5;0,0;0,0;0,0;0,0;9,5;0,0;0,2;0,9;29,9;70,1;6,9;6,9;;;0,51;;;;;0,48;0,48;;;;;;;;;;;;;;;0,05;;0,17;4,32;4,32;0,27;0,29;1,37;10;;2,32;;;;60,6;312,0;7,1;19,7;;2,3;0,1;4,3;0,0;;;;6,8;;;;177;;;;0,80;;;;;;;;579;;;;;;;;;;0,00;;;;;0,00;;;;;;;;;;;;;;;;;;;;0,00;0,01;;0,27;;2,13;;1,19;0,00;;;;;;0,12;;0,50;;0,13;2,89;;;0,01;;;;;;;0,21;;;0,17;;0,05;;;;;;;;;;;;;;;;;;0,28;3,60;3,65;0,22;0,21;;7,97;0,05;0,17;62;3,29;;;;;;;;;;;;;;;;;;;;;;;;;69;;;;;;;;0,0;6,25;0,837;;;58;Oksekød;Beef
Pølse, med sojaprotein;Sausage, with soy protein;1794;1794;681;674;164;163;11,4;10,5;12,5;9,5;2,6;1,1;6,9;10,5;0,0;1,4;2,4;33,7;66,3;11,8;0,0;70,6;;0,00;;;;;2,29;2,29;0,00;2,97;0,00;;6,21;;;;;;;;;6,2;0,05;;0,08;3,58;0,35;0,04;0,93;13,78;34;;0,00;;;;572,5;290,0;60,5;38,3;;16,0;0,2;0,6;0,6;13,0;68,3;;9,8;;;;145;;;;0,00;;15,50;0,00;0,00;0,50;;;1122;0,35;;0,40;0,75;0,00;0,00;0,08;0,08;;0,83;;;;;0,28;;;4,66;1,15;1,09;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,47;0,00;0,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,29;5,44;;0,13;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,95;;0,83;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,63;5,86;2,78;0,00;0,00;9,27;0,83;1,95;2;2,00;549;949;788;95;121;635;447;496;193;591;921;320;541;1443;2303;513;620;657;0;0;4615;7565;;;84,2;;;;;;;;0,0;5,71;0,885;;;169;Plantebaserede alternativer til kød;Plant-based alternatives to meat
Kødboller, dybfrost;Meat balls, frozen;695;695;679;679;163;163;10,5;;10,5;9,0;9,0;9,0;0,0;9,4;0,0;1,5;4,1;33,0;67,0;0,0;0,0;0,0;;0,90;;;;;0,80;;;;;;0,00;;;;;;;;;0,0;0,11;;0,14;3,18;3,18;0,11;;;4;;0,60;0,00;0,00;;590,0;140,0;21,5;19,5;;1,3;0,1;1,3;;;;;4,8;;;;132;;790,00;;27,00;;18,00;0,20;;1,20;5,00;90,00;1694;;;;;;;;;;0,00;0,00;0,00;;;9,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,10;4,90;1,00;;;8,46;0,10;;37;1,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;6,25;0,900;;;180;Supper og suppeprodukter;Soup and soup products
Oksekød, inderlår med kappe, rå;"Beef, topside ""cap on"", raw";940;940;677;677;162;162;21,1;17,0;21,1;0,0;0,0;0,0;0,0;8,6;0,0;0,2;1,0;30,7;69,3;6,0;6,0;0,0;;0,50;0,50;;;;0,29;0,29;;;;;0,00;;;;;;;;;0,0;0,05;;0,17;9,83;6,00;0,50;0,80;0,00;6;4;1,40;0,00;0,00;;61,0;330,0;5,0;22,0;;2,2;0,1;4,5;0,0;4,0;0,0;;9,6;;;;170;;;;0,90;;0,70;0,05;0,53;0,90;2,50;;590;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;0,26;0,05;2,18;0,10;1,05;;;;;;;0,12;;0,51;0,08;;3,40;;;0,00;;;;;;;;;;0,16;;0,10;;;;0,00;;;0,08;0,00;;;;;0,00;;;;;;3,63;4,11;0,35;;;8,08;0,10;0,24;64;3,38;1013;1620;1756;540;145;844;709;912;230;1114;1283;709;1215;1857;3005;1080;878;844;;;8737;11016;0,230;;91,6;2,35;0,003;0,23;0,84;2,58;;6,233;5,0;6,25;0,940;;;58;Oksekød;Beef
Grisekød, skinkeculotte af yderlår, ca. 2 mm spæk, rå;Pork, ham, silverside, 2 mm fat, raw;935;935;677;677;162;162;19,0;;19,0;0,0;0,0;0,0;0,0;9,6;0,0;0,2;1,0;29,6;70,4;;;;;0,35;0,11;;0,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;;;;;;;0,00;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,80;;;59;3,13;;;;;;;;;;;;;;;;;;;;;;;;;69,6;;;;;;;;;6,25;0,920;;;60;Grisekød (Svinekød);Pork
Bouillon, oksekød, koncentreret, terning;Bouillon, beef, concentrated, cube;1253;1253;676;679;160;161;17,0;14,9;17,0;15,8;15,8;16,0;0,0;3,2;0,0;56,3;40,0;76,0;24,0;0,0;0,0;0,0;;0,00;0,00;;;;0,00;0,00;;;;0,0;;;;;;;;;;;0,05;;3,40;9,34;8,80;0,33;0,00;0,00;0;0;0,60;0,00;0,00;;22500,0;170,0;60,0;120,0;;2,9;0,7;1,8;0,7;50,0;;;0,0;;;;360;;;;15,00;;150,00;;;;;;23213;;;;0,59;;;;3,36;;3,95;;;;;12,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,49;1,25;0,12;;;2,88;0,01;0,09;7;2,72;228;326;435;46;14;193;68;250;33;381;653;381;517;870;11370;598;381;381;;;2274;14851;;;113;;;;;;;;0,0;6,25;0,900;;;124;Bouillon, ekstrakter o.l.;Bouillon, extracts and the like
Laks, atlantisk, vild, koldrøget;Salmon, Atlantic, wild, cold smoked;998;998;676;675;162;161;21,4;17,4;21,4;0,1;0,1;0,0;0,0;8,4;0,0;3,7;7,0;36,9;63,1;15,0;15,0;0,0;;5,00;5,00;;;;1,30;1,30;;;;;0,00;;;;;;;;;0,0;0,23;;0,10;13,48;10,00;1,00;0,71;5,00;26;4;5,00;0,00;0,00;;1466,0;329,0;15,0;30,0;;0,5;0,1;0,4;0,0;10,0;0,0;;26,0;;;;250;;;;30,00;;;;;;;;2091;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;0,37;0,05;1,00;;0,18;;;;;;;;;0,34;;;1,26;;;0,50;;0,62;;;;;;;;0,15;;0,24;;;;;;;;0,87;;;;;0,21;;1,94;;;;1,60;2,71;3,41;;;7,73;3,26;0,15;70;3,42;1061;1575;1849;856;188;856;719;924;209;1267;1746;582;1198;1986;2602;993;719;822;;;9180;10974;;;89;;;;;;;;0,0;6,25;0,920;;;79;Fiskeprodukter;Fish products
Tunge, kalv, saltet;Tongue, calf, cured;913;913;652;667;157;160;13,1;12,4;13,1;0,0;0,0;0,9;0,0;11,6;0,0;4,5;1,0;25,7;74,3;0,0;0,0;0,0;;0,00;0,00;;;;0,10;0,10;;;;;0,00;;;;;;;;;0,0;0,08;;0,28;6,11;3,00;0,13;2,00;3,30;19;4;4,00;2,70;2,70;;1815,0;201,0;5,1;18,7;;2,3;0,2;3,4;0,0;2,0;0,0;;2,0;;;;170;;;;2,30;;1,00;;;;;;2212;;;;;;;;;;0,00;0,00;0,00;;;0,90;;;;;;;;;;;;;;;;;;;;;;;0,34;0,08;2,85;0,12;1,39;;;;;;;0,17;0,00;0,67;0,12;;4,46;;;0,00;;;;;;;;;;0,21;;0,12;;;;0,00;;;0,12;0,00;;;;;0,00;;;;;;4,79;5,42;0,46;;;10,67;0,12;0,33;100;2,70;676;1136;1460;379;143;622;487;649;187;811;946;352;919;1325;1947;973;757;622;;;6280;8120;;;155;;;;;;;;25,0;6,25;0,920;;;64;Kogt, røget, saltet eller tørret kød;Boiled, smoked, cured or dried meat
Salat, egeløv, rå;Lettuce, looseleaf, raw;591;591;65;66;15;16;1,4;1,0;1,4;2,8;1,5;1,6;1,3;0,2;0,0;0,1;0,6;4,9;95,1;190,0;0,0;1140,0;;0,00;0,00;;;;;;;;;;;;;;;;;;;;0,07;;0,08;0,53;0,38;0,09;0,13;;;;0,00;18,00;18,00;;28,0;194,0;36,0;13,0;;0,9;0,0;0,2;0,3;;;;0,0;;;;29;;;;1,00;;;;;;;;301;;;;;;;;;;1,60;0,00;0,00;;;0,00;;;;;;0,70;;;;;;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;;0,02;;0,00;;;;;;;;;0,00;;;0,00;;;0,00;;0,00;;;;;;;;0,02;;0,06;;0,00;;;;;0,00;0,00;;;;;0,00;;0,00;;;;0,02;0,01;0,08;;;0,11;0,06;0,02;0;0,22;87;83;87;17;17;57;33;61;9;74;74;24;59;148;190;59;50;41;;;499;671;;;13,6;;;;;;;;36,0;6,25;0,700;;;40;Blad- og stængelgrøntsager;Leaf and stem vegetables
