FødevareNavn;FoodName;FoodID;TaxonomicName;NCBI;FoodEx2Code;FoodEx2Description;FoodOntology;LangualCode;EurofirFoodClassificationCode;Nøglehulsmærket;FoodGroupID;FødevareGruppe;FoodGroup;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kalvekød, fedt, råt;Veal, fat, raw;1171;Bos taurus (Linnaeus, 1758);9913;A01QY#F07.A073L$F20.A07QM$F20.A07QR;Calf fresh meat, FAT-CONTENT = 23 % fat, PART-CONSUMED-ANALYSED = W/o bone, PART-CONSUMED-ANALYSED = W/o skin;FOODON_03301771;A0150,A0459,A0633,A0714,A0726,A0737,A0794,B1349,C0269,E0150,F0003,G0003,H0003,J0131,K0001,M0001,N0001,P0024,Z0018;A0794;0;59;Kalvekød;Veal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sprængt nakke, grisekød;Pork, neck, smoked, boiled;1172;Sus scrofa domesticus (Linnaeus, 1758);9825;A023H#F28.A07GL$F28.A07JV$F10.A0CJK;Cooked cured (or seasoned) pork meat, PROCESS = Boiling, PROCESS = Smoking, QUALITATIVE-INFO = With added salt;FOODON_03306416;A0279,A0459,A0633,A0714,A0726,A0737,A0797,B1136,C0270,E0150,F0014,G0014,H0118,H0173,J0103,J0106,J0131,K0003,M0001,N0001,P0024,Z0043;A0797;0;65;Pålægsvarer;Cold cuts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Småkage, uspec.;Biscuit, sweet;1173;NULL;NULL;A009X;Biscuits, sweet, plain;FOODON_03301585;A0203,A0458,A0632,A0663,A0695,A0729,A0821,B1312,C0132,E0140,F0014,G0005,H0117,H0158,H0186,H0271,J0120,J0145,J0146,K0003,M0001,N0001,P0024,Z0001;A0821;0;32;Kiks og småkager;Biscuits and cookies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fløde 38 %, piskefløde;Cream, whipping, 38 % fat;1174;Bos taurus (Linnaeus, 1758);9913;A02ML#F28.A07HV$F07.A074D;Cream, plain, PROCESS = Pasteurisation, FAT-CONTENT = 38 % fat;FOODON_03305258;A0148,A0452,A0626,A0721,A0724,A0774,A0782,B1201,C0161,E0123,F0018,G0003,H0306,J0131,J0135,K0003,M0142,N0017,P0024,Z0001;A0782;0;4;Usyrnede mælkeprodukter;Unfermented milk products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Honning;Honey;1176;Apis (Linnaeus, 1758);7460;A033J;Honey;FOODON_03301024;A0118,A0462,A0636,A0697,A0733,A0836,B1347,C0188,E0121,F0003,G0003,H0001,J0003,K0003,M0001,N0001,P0024,Z0001;A0836;0;103;Honning;Honey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sojadrik, kommercielt tilberedt, ikke beriget;Beverages, soy, commercially prepared, unfortified;1178;NULL;NULL;A03TJ#F22.A07SH;Soya drink, PREPARATION-PRODUCTION-PLACE = Food industry prepared;FOODON_03305289;A0182,A0465,A0639,A0663,A0709,A0734,A0788,B1452,C0133,E0123,F0014,G0003,H0148,J0123,K0003,M0001,N0001,P0024,Z0001,H0263,H0306;A0788;0;168;Plantebaserede alternativer til mælkeprodukter;Plant-based alternatives to dairy products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Modermælk, moden;Human milk, mature;1180;Homo sapiens (Linnaeus, 1758);9606;A02MJ;Human milk;FOODON_03303918;A0464,A0638,A0723,A0736,A0740,A0780,B1087,C0235,E0109,F0003,G0003,H0003,J0003,K0003,M0003,N0003,P0020,Z0001;A0780;0;6;Modermælk og modermælkserstatning;Breast milk and  infant formula;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Creme fraiche 38 %;Cream, cultured, 38 % fat;1181;Bos taurus (Linnaeus, 1758);9913;A02NB#F07.A074D;Sour cream, plain, FAT-CONTENT = 38 % fat;FOODON_03302515 ;A0148,A0452,A0626,A0721,A0724,A0774,A0783,B1201,C0161,E0103,F0018,G0003,H0101,J0131,J0135,K0003,M0001,N0001,P0024,Z0001;A0783;0;5;Syrnede mælkeprodukter;Fermented milk products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Laks, atlantisk, vild, saltet;Salmon, Atlantic, wild, salted;1182;Salmo salar (Linnaeus, 1758);8030;A028P#F28.A07KD$F21.A07RY$F03.A06HZ;Atlantic salmon, PROCESS = Curing, PRODUCTION-METHOD = Wild or gathered or hunted, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters;FOODON_00002220;A0267,A0460,A0634,A0717,A0727,A0746,A0803,B1587,C0267,E0131,F0003,G0003,H0173,J0103,J0131,K0003,M0001,N0001,P0024,Z0001;A0803;1;73;Fed fisk;Oily fish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Blodpølse, kogt;Black pudding, boiled;1184;NULL;NULL;A025S;Blood-type sausage;FOODON_03316919;A0221,A0459,A0633,A0667,A0714,A0726,A0798,B1136,C0185,E0147,F0014,G0014,H0262,H0151,H0173,J0100,J0120,J0131,K0003,M0001,N0001,P0024,Z0001;A0798;0;64;Kogt, røget, saltet eller tørret kød;Boiled, smoked, cured or dried meat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Æg, høne, blomme, saltet, pasteuriseret;Eggs, chicken, yolk, salted, pasteurized;1187;Gallus gallus domesticus (Linnaeus, 1758);9031;A031S#F28.A07HV$F10.A0CJK;Hen egg yolk, PROCESS = Pasteurisation, QUALITATIVE-INFO = With added salt;FOODON_03311206;A0261,A0461,A0635,A0718,A0725,A0744,A0791,B1713,C0215,E0102,F0018,G0003,H0367,J0132,J0135,K0003,M0001,N0001,P0024,Z0001;A0791;0;88;Flydende æg;Liquid egg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bækforel, filet, røget;Charr, fillet, smoked;1188;Salmo trutta fario (Linnaeus 1758);99804;A0EYS#F27.A029M$F03.A06HZ;Smoked fish, SOURCE-COMMODITIES = Char, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters;FOODON_03308379;A0267,A0460,A0634,A0717,A0727,A0745,A0803,B1332,C0125,E0152,F0018,G0003,H0118,J0106,J0131,K0003,M0001,N0001,P0024,Z0001;A0803;0;79;Fiskeprodukter;Fish products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cacaomælk (UHT);Milk, with chocolate, partly skimmed, 1.5 % fat (UHT);1189;NULL;NULL;A02MP#F28.A07LJ$F28.A07HY$F04.A03HG$F04.A032J$F07.A06ZA;Flavoured milks, PROCESS = Homogenizing or emulsifying, PROCESS = UHT, INGREDIENT = Cocoa powder, INGREDIENT = White sugar, FAT-CONTENT = 1.5 % fat;FOODON_03304793;A0148,A0452,A0626,A0721,A0724,A0770,A0781,B1201,C0235,E0123,F0014,G0003,H0136,H0231,H0247,J0147,K0003,M0142,N0017,P0024,Z0001;A0781;0;4;Usyrnede mælkeprodukter;Unfermented milk products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gelatine;Gelatin;1190;Sus scrofa domesticus (Linnaeus, 1758);9825;A0F5E;Gelatine;FOODON_03315281;A0129,A0463,A0637,A0666,A0722,A0735,A0853,B1134,C0219,E0106,F0003,G0003,H0138,J0116,K0003,M0120,N0039,P0024,Z0001;A0853;0;124;Bouillon, ekstrakter o.l.;Bouillon, extracts and the like;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Minarine, gennemsnit;Margarine, (less than 50 % fat), average;1191;NULL;NULL;A039E#F10.A0CRG$F10.A0CJQ$F07.A074G;Blended margarine, QUALITATIVE-INFO = Light, QUALITATIVE-INFO = Soft, FAT-CONTENT = 41 % fat;FOODON_03315519;A0231,A0453,A0627,A0663,A0701,A0728,A0807,B1017,C0190,E0119,F0014,G0003,H0148,H0174,H0306,J0131,K0003,M0001,N0001,P0024,Z0001;A0807;0;95;Margariner;Margarines;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wienerpølse, ristet, fastfood;Frankfurt sausage, fried, fast food;1192;NULL;NULL;A026B#F28.A07JV$F28.A07GY$F22.A07SK;Frankfurt-type sausage, PROCESS = Smoking, PROCESS = Roasting, PREPARATION-PRODUCTION-PLACE = Restaurant or fast food prepared;FOODON_03310164;A0221,A0459,A0633,A0667,A0714,A0726,A0798,B1136,C0164,E0147,F0014,G0006,H0118,H0262,H0151,H0173,J0100,J0106,J0120,J0131,K0003,M0001,N0001,P0024,Z0001;A0798;0;64;Kogt, røget, saltet eller tørret kød;Boiled, smoked, cured or dried meat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pekannød, olieristet;Pecans, oil roasted;1193;Carya illinoensis (Wangenheim, 1787) (K. Koch, 1869);32201;A0F0N#F27.A014N$F28.A07GY$F04.A036N$F20.A07QD;Dried nuts/seeds and related flours and powders, SOURCE-COMMODITIES = Pecans, PROCESS = Roasting, INGREDIENT = Vegetable fats and oils, edible, PART-CONSUMED-ANALYSED = W/o shell;FOODON_00003699;A0260,A0455,A0629,A0685,A0703,A0730,A0823,B1320,C0155,E0150,F0014,G0025,H0138,H0233,J0116,K0003,M0001,N0001,P0024,Z0001;A0823;0;53;Nødder;Nuts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pecannød, tørristet;Pecans, dry roasted;1194;Carya illinoensis (Wangenheim, 1787) (K. Koch, 1869);32201;A0F0N#F27.A014N$F28.A07GY$F20.A07QD;Dried nuts/seeds and related flours and powders, SOURCE-COMMODITIES = Pecans, PROCESS = Roasting, PART-CONSUMED-ANALYSED = W/o shell;FOODON_00003699;G0005,A0260,A0455,A0629,A0685,A0703,A0730,A0823,B1320,C0155,E0150,F0014,G0005,H0138,J0116,K0003,M0001,N0001,P0024,Z0001;A0823;1;53;Nødder;Nuts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Minarine, 40 %, vegetabilsk fedt;Margarine, 40 % fat, vegetable fat;1195;NULL;NULL;A039E#F10.A0CRG$F10.A0CJQ$F07.A074F;Blended margarine, QUALITATIVE-INFO = Light, QUALITATIVE-INFO = Soft, FAT-CONTENT = 40 % fat;FOODON_03315519;A0231,A0453,A0627,A0663,A0701,A0728,A0807,B1017,C0190,E0119,F0014,G0003,H0148,H0174,H0306,J0131,K0003,M0001,N0001,P0024,Z0001;A0807;0;95;Margariner;Margarines;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rosenkål, efterår (oktober til december), rå;Brussels sprouts, automn (October to December), raw;1196;Brassica oleracea  var. gemmifera (Linnaeus, 1753);178616;A00FV#F20.A07QH;Brussels sprouts, PART-CONSUMED-ANALYSED = W/o stem;FOODON_03301714;A0152,A0455,A0629,A0675,A0705,A0731,A0826,B1611,C0151,E0150,F0003,G0003,H0003,J0003,K0003,M0001,N0001,P0024,Z0001;A0826;1;40;Blad- og stængelgrøntsager;Leaf and stem vegetables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Boghvedemel;Buckwheat flour;1198;Fagopyrum esculentum (Moench, 1794);3617;A002G;Buckwheat flour;FOODON_03309980;A0149,A0457,A0631,A0693,A0729,A0759,A0813,B1405,C0134,E0106,F0003,G0003,H0138,J0116,K0003,M0001,N0001,P0024,Z0001;A0813;0;30;Mel og klid;Flour and bran;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gær, tørret;Yeast, dried;1199;Saccharomyces cerevisiae (Desmazières, 1826) (Meyen, 1838);4932;A049A#F28.A07KG$F03.A06JC;Baking yeast, PROCESS = Drying (dehydration), PHYSICAL-STATE = Fragments / granules / splinters;FOODON_03302626;A0346,A0428,A0722,A0735,A0854,B1345,C0247,E0153,F0003,G0003,H0138,J0116,K0003,M0173,N0039,P0024,Z0001;A0854;0;122;Gær og hævemiddel;Yeast and baking powder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Due, vildt, kød og skind, rå;Squab (pigeon), raw;1200;Columba livia domestica (Gmelin, 1789);8932;A01TA#F21.A07RY$F07.A073M$F20.A07QM$F20.A07QP$F20.A07QQ;Pigeon fresh meat, PRODUCTION-METHOD = Wild or gathered or hunted, FAT-CONTENT = 24 % fat, PART-CONSUMED-ANALYSED = W/o bone, PART-CONSUMED-ANALYSED = W/o entrails, PART-CONSUMED-ANALYSED = With skin;FOODON_03304339;A0273,A0459,A0633,A0715,A0726,A0741,A0795,B1304,C0267,E0150,F0003,G0003,H0003,J0131,K0003,M0001,N0001,P0024,Z0001;A0795;0;83;Fuglevildt;Game birds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grisekød, stegestykke af bryst, uden svær, ca. 2 mm spæk, rå;Pork, thick belly, defatted, approx. 2 mm rind, raw;1201;Sus scrofa domesticus (Linnaeus, 1758);9825;A01RG#F07.A073Q$F20.A07QM$F20.A07QR;Pig fresh meat, FAT-CONTENT = 27 % fat, PART-CONSUMED-ANALYSED = W/o bone, PART-CONSUMED-ANALYSED = W/o skin;FOODON_03302735;A0150,A0459,A0633,A0714,A0726,A0737,A0794,B1136,C0269,E0150,F0003,G0003,H0247,J0131,K0003,M0001,N0001,P0024,Z0045,Z0252;A0794;0;60;Grisekød (Svinekød);Pork;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smelteost, 20+;Cheese, processed, 20 % fidm.;1202;NULL;NULL;A031A#F07.A072Z;Processed cheese and spreads, FAT-CONTENT = 12 % fat;FOODON_03315644;A0282,A0452,A0626,A0720,A0724,A0776,A0787,B1201,C0245,E0119,F0022,G0003,H0119,H0306,H0367,J0131,K0003,M0001,N0001,P0024,Z0001;A0787;1;17;Smelteost;Processed cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Danbo, 20+;Cheese, firm, Danbo, 20 % fidm.;1203;Bos taurus (Linnaeus, 1758);9913;A02TQ#F07.A072Z;Cheese, danbo, FAT-CONTENT = 12 % fat;FOODON_03310930;A0312,A0452,A0626,A0720,A0724,A0775,A0785,B1201,C0245,E0151,F0001,G0003,H0101,H0253,H0367,J0104,J0131,K0003,M0001,N0001,P0024,Z0001;A0785;0;13;Fast løbeost;Firm rennet cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tang, kombu, tørret;Seaweed, kombu, dried;1204;Laminariaceae (Bory, 1827);33636;A00VM#F28.A07KE;Kombu, PROCESS = Subtraction of water;FOODON_03317000;A0152,A0455,A0629,A0662,A0705,A0731,A0853,B2266,C0247,E0151,F0001,G0003,H0138,J0116,K0003,M0001,N0001,P0024,Z0001;A0853;0;187;Tang og tangprodukter;Seaweed and seaweed products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cacaomælk;Milk, with chocolate, partly skimmed, 1.5 % fat;1205;Bos taurus (Linnaeus, 1758);9913;A02MP#F28.A07HV$F28.A07LJ$F04.A03HG$F04.A032J$F07.A06ZA;Flavoured milks, PROCESS = Pasteurisation, PROCESS = Homogenizing or emulsifying, INGREDIENT = Cocoa powder, INGREDIENT = White sugar, FAT-CONTENT = 1.5 % fat;FOODON_03304793;A0148,A0452,A0626,A0721,A0724,A0770,A0781,B1201,C0235,E0123,F0018,G0003,H0136,H0231,H0247,J0135,K0003,M0142,N0017,P0024,Z0001;A0781;0;4;Usyrnede mælkeprodukter;Unfermented milk products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kakao, instant, uden mælk, pulver;Cocoa, instant, without milk, powder;1206;NULL;NULL;A03HH;Cocoa beverage-preparation, powder;FOODON_03304138;A0272,A0465,A0639,A0663,A0710,A0734,A0845,B1318,C0133,E0106,F0001,G0003,H0136,H0138,H0230,H0247,J0116,K0003,M0001,N0001,P0024,Z0001;A0845;0;107;Kaffe, te og kakao;Coffee, tea and cocoa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gærekstrakt, marmite;Yeast extract, Marmite;1207;NULL;NULL;A043P#F03.A06JK;Yeast extract, PHYSICAL-STATE = Semisolid-semiliquid;FOODON_03315426;A0133,A0451,A0637,A0856,A0662,B1345,C0228,E0134,F0001,G0001,H0001,J0001,K0003,M0135,N0040,P0024;A0856;0;124;Bouillon, ekstrakter o.l.;Bouillon, extracts and the like;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salat, mayonnaise-, karry-;Curry mayonnaise salad;1208;NULL;NULL;A044X#F04.A043A;Mayonnaise sauce, INGREDIENT = Curry powder;FOODON_00001234;A0292,A0467,A0627,A0663,A0722,A0735,A0866,B1017,C0190,E0110,F0023,G0003,H0178,H0200,H0212,H0367,J0100,J0131,K0003,M0001,N0001,P0024,Z0001;A0867;0;130;Fede salater;Fatty salads;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pommes frites, friturestegt, fastfood;French fries, deepfried, fast food;1209;NULL;NULL;A0BYV#F28.A07GV;French fries from cut potato, PROCESS = Deep frying;FOODON_03301959;A0152,A0455,A0629,A0660,A0706,A0731,A0830,B1218,C0240,E0152,F0014,G0029,H0233,H0367,J0001,K0003,M0001,N0001,P0024,Z0001;A0830;0;127;Andre sammensatte fødevarer;Other composite foods;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Æg, blomme, tilsat sukker, pasteuriseret, dybfrost;Egg, hen, yolk, sugar added, pasteurized, frozen;1210;Gallus gallus domesticus (Linnaeus, 1758);9031;A031S#F28.A07KQ$F28.A07HV$F10.A077J;Hen egg yolk, PROCESS = Freezing, PROCESS = Pasteurisation, QUALITATIVE-INFO = With added sugar;FOODON_03311205;A0261,A0461,A0635,A0718,A0725,A0744,A0791,B1713,C0215,E0102,F0018,G0003,H0136,J0132,J0135,K0003,M0001,N0001,P0024,Z0001;A0791;0;88;Flydende æg;Liquid egg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ost, fast, 20+, alle typer;Cheese, firm, 20 % fidm., all varieties;1211;Bos taurus (Linnaeus, 1758);9913;A02YE#F07.A072Y;Hard cheese (cheddar, emmental type), FAT-CONTENT = 11 % fat;FOODON_00001776;A0312,A0452,A0626,A0720,A0724,A0775,A0785,B1201,C0245,E0151,F0001,G0003,H0101,H0253,H0367,J0104,J0131,K0003,M0001,N0001,P0024,Z0001;A0785;0;13;Fast løbeost;Firm rennet cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Flødeost, 60+;Cheese, Cream, 60 % fidm.;1215;Bos taurus (Linnaeus, 1758);9913;A02QZ#F07.A073X;Cream cheese, FAT-CONTENT = 32 % fat;FOODON_03301889;A0185,A0314,A0452,A0626,A0720,A0724,A0775,A0786,B1201,C0245,E0119,F0018,G0003,H0101,J0104,J0131,J0135,K0003,M0001,N0001,P0024,Z0001;A0786;0;14;Blød løbeost;Soft rennet cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tomatpure, koncentreret;Tomato paste, concentrated;1216;Solanum lycopersicum  (Linnaeus, 1753);4081;A00ZF#F28.A07HZ;Tomato paste, PROCESS = Statical sterilisation (in batch or package);FOODON_03304887;A0152,A0455,A0629,A0662,A0705,A0731,A0827,B1276,C0230,E0119,F0014,G0003,H0113,H0173,J0123,K0003,M0194,N0001,P0024,Z0001;A0827;1;46;Grøntsagskonserves;Canned vegetable products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sojabønner, tørrede, rå;Beans, soy, dried, raw;1217;Glycine max (Linnaeus, 1753) (Merrill, 1917);3847;A012F#F28.A07KE;Soyabeans (without pods), PROCESS = Subtraction of water;FOODON_00002783;A0152,A0455,A0629,A0704,A0730,A0757,A0831,B1452,C0133,E0150,F0001,G0003,H0138,J0116,K0003,M0001,N0001,P0024,Z0001;A0831;1;173;Tørrede bælgplanter;Dried pulses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kødekstrakt, terning;Meat extract, cube;1218;NULL;NULL;A043M#F03.A0CEA;Meat extract, PHYSICAL-STATE = Solid (soft or hard);FOODON_03301469;A0129,A0463,A0637,A0667,A0722,A0735,A0856,B1201,C0170,E0147,F0014,G0001,H0138,H0151,H0158,H0367,J0116,K0003,M0296,N0039,P0024,Z0001;A0856;0;124;Bouillon, ekstrakter o.l.;Bouillon, extracts and the like;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Makrel, røget;Mackerel, smoked;1220;Scomber scombrus (Linnaeus, 1758);13677;A16EM#F27.A02CV$F10.A0CJK$F21.A07RY$F03.A06HZ;Smoked mackerel, SOURCE-COMMODITIES = Mackerel, atlantic, QUALITATIVE-INFO = With added salt, PRODUCTION-METHOD = Wild or gathered or hunted, PHYSICAL-STATE = Primal cuts / fillets / halves or quarters;FOODON_00002015;A0267,A0460,A0634,A0717,A0727,A0747,A0803,B1790,C0265,E0150,F0018,G0003,H0118,J0106,J0131,K0003,M0001,N0001,P0024,Z0001;A0803;1;79;Fiskeprodukter;Fish products;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kogt oksebryst, pålæg;Beef brisket, soaked in brine;1221;Bos taurus (Linnaeus, 1758);9913;A023P#F28.A07KV$F28.A07GL;Cooked cured (or seasoned) bovine meat, PROCESS = Slicing, PROCESS = Boiling;FOODON_03317262;A0279,A0459,A0633,A0714,A0726,A0737,A0797,B1201,C0270,E0150,F0014,G0014,H0173,J0103,J0120,J0131,K0003,M0001,N0001,P0024,Z0020;A0797;0;65;Pålægsvarer;Cold cuts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dressing, thousand island;Salad dressing, thousand island;1223;NULL;NULL;A045K#F28.A0CRH$F04.A044X$F04.A00ZD;Salad dressing, PROCESS = Seasoning, INGREDIENT = Mayonnaise sauce, INGREDIENT = Tomato puree;FOODON_03304032;A0136,A0453,A0627,A0663,A0700,A0728,A0859,B1017,C0190,E0110,F0014,G0003,H0148,H0151,H0200,H0306,H0367,J0100,K0003,M0135,N0040,P0024,Z0001;A0859;0;98;Dressings;Dressings;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kammerjunkere;Biscuit, sweet;1224;NULL;NULL;A009X;Biscuits, sweet, plain;FOODON_00002466;A0203,A0458,A0632,A0663,A0695,A0729,A0821,B1421,C0132,E0140,F0014,G0005,H0136,H0184,H0221,J0120,J0145,K0003,M0001,N0001,P0024,Z0001;A0821;0;32;Kiks og småkager;Biscuits and cookies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Risengryn, grødris, polerede, rå;Rice groats, raw;1225;Oryza sativa (Linnaeus, 1753);4530;A003D#F28.A07KG$F10.A0F2R;Rice grain, polished, PROCESS = Drying (dehydration), QUALITATIVE-INFO = White;FOODON_03304560;A0125,A0457,A0631,A0683,A0696,A0729,A0814,B1322,C0132,E0150,F0003,G0003,H0138,J0116,K0003,M0001,N0001,P0024,Z0001;A0814;0;28;Korn og gryn;Grain and groats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skinke, røget;Pork, ham, smoked;1226;Sus scrofa domesticus (Linnaeus, 1758);9825;A022T#F28.A07JV;Ham, pork, PROCESS = Smoking;FOODON_03302180;A0279,A0459,A0633,A0714,A0726,A0737,A0797,B1136,C0267,E0150,F0003,G0003,H0118,H0173,H0151,J0103,J0106,J0100,J0131,K0003,M0001,N0001,P0024,Z0024;A0797;0;64;Kogt, røget, saltet eller tørret kød;Boiled, smoked, cured or dried meat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smelteost, 30+;Cheese, processed, 30 % fidm.;1227;Bos taurus (Linnaeus, 1758);9913;A031A#F07.A073E;Processed cheese and spreads, FAT-CONTENT = 17 % fat;FOODON_03315644;A0282,A0452,A0626,A0720,A0724,A0776,A0787,B1201,C0245,E0119,F0022,G0003,H0119,H0306,H0367,J0131,K0003,M0001,N0001,P0024,Z0001;A0787;1;17;Smelteost;Processed cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brie, 45+;Cheese, Brie, 45 % fidm.;1228;Bos taurus (Linnaeus, 1758);9913;A02RV#F07.A073K;Cheese, brie, FAT-CONTENT = 22 % fat;FOODON_00001028;A0138,A0314,A0452,A0626,A0720,A0724,A0775,A0785,B1201,C0245,E0119,F0001,G0003,H0101,H0253,H0330,H0367,J0104,J0131,K0003,M0001,N0001,P0024,Z0001;A0785;0;14;Blød løbeost;Soft rennet cheese;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kylling, kød og skind, paneret, friturestegt;Chicken, flesh and skin, battered, deepfried;1229;NULL;NULL;A01SP#F28.A07GV$F28.A07HK$F07.A073E$F20.A07QM$F20.A07QQ;Chicken fresh meat, PROCESS = Deep frying, PROCESS = Breading, FAT-CONTENT = 17 % fat, PART-CONSUMED-ANALYSED = W/o bone, PART-CONSUMED-ANALYSED = With skin;FOODON_03311611;A0273,A0459,A0633,A0715,A0726,A0666,A0795,B1457,C0267,E0152,F0014,G0029,H0186,H0319,H0188,J0142,K0003,M0001,N0001,P0024,Z0001;A0795;0;81;Høns og kylling;Chicken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
